productId,title,description,uom,pricing.price,Image,Walmart,Zehrs,Freshco,Food Basics,Canadian Superstore,Farahs,No Frills
21448227_EA,Egyptian Rice Camolino,,EA,18.99,https://assets.shop.loblaws.ca/products/21448227/b2/en/front/21448227_front_a06_@2.png,17.66,16.71,15.76,17.66,18.04,15.57,16.71
21375781_EA,Protein Pancake & Waffle Mix Buttermilk,Transform your mornings with Flourish's Protein Pancake & Waffle Mix Buttermilk. Whip up delicious pancakes for a delightful start to your day or create mouth-watering waffles that the whole family will love. ,EA,9.99,https://assets.shop.loblaws.ca/products/21375781/b2/en/front/21375781_front_a06_@2.png,9.29,8.79,8.29,9.29,9.49,8.19,8.79
21473122_EA,Cranberry & Brie Puff Pastry Bites,<p>Cranberry and Brie Puff Pastry Bites offer a great blend of creamy brie and sweet cranberry in a flaky puff pastry. These pastry bites feature hints of fresh citrus for an elegant addition to your holiday menu.</p>,EA,8.0,https://assets.shop.loblaws.ca/products/21473122/b2/en/front/21473122_front_a06_@2.png,7.44,7.04,6.64,7.44,7.6,6.56,7.04
20984560_EA,Roasted Red Pepper & Tomato,Paris International Exposition 1900,EA,2.29,https://assets.shop.loblaws.ca/products/20984560/b2/en/front/20984560_front_a06_@2.png,2.13,2.02,1.9,2.13,2.18,1.88,2.02
21126040_EA,Dairy Milk Oreo Chocolate Bar,"<p>Delicious Cadbury Dairy Milk on the outside combined with crunchy OREO cookie bits and smooth vanilla crème on the inside</p><ul><li>Enjoy the classic, creamy taste of Cadbury Dairy Milk chocolate with OREO</li><li>Individual 38g Cadbury Dairy Milk Oreo bar</li><li>As good as you think it is</li><li>100% sustainably sourced cocoa</li><li>Cocoa Life is our sustainable cocoa sourcing program that does good by encouraging responsible farming, and by helping fight deforestation and support cocoa farming communities. Learn more at Cocoalife.org</li></ul>",EA,1.0,https://assets.shop.loblaws.ca/products/21126040/b2/en/front/21126040_front_a06_@2.png,0.93,0.88,0.83,0.93,0.95,0.82,0.88
21528484_KG,Chicken Gizzard Frozen,,KG,5.77,https://assets.shop.loblaws.ca/products/21528484/b2/en/front/21528484_front_a06_@2.png,5.37,5.08,4.79,5.37,5.48,4.73,5.08
21387012_EA,Cheese,"40% moistureOriginal Norwegian recipe since 1956Mild, mellow, nutty flavourSuggested pairings- Wine and beer- Crackers- Bread- Fruit and nuts- Preserves- Charcuterie meatPerfect for entertaining, snacking and recipes",EA,11.99,https://assets.shop.loblaws.ca/products/21387012/b2/en/front/21387012_front_a06_@2.png,11.15,10.55,9.95,11.15,11.39,9.83,10.55
21022918_EA,Chicken & Cheese Taquitos,Chicken & Cheese Taquitos by El Monterey make a flavourful and easy meal or snack. Enjoy them simply warmed up with a side of salsa or add them to a wrap for a quick lunch. These taquitos offer a tasty solution when you're craving something delicious and convenient. ,EA,13.99,https://assets.shop.loblaws.ca/products/21022918/b2/en/front/21022918_front_a06_@2.png,13.01,12.31,11.61,13.01,13.29,11.47,12.31
20599943_EA,Pure Pork Sausages,"Bring everyone to the breakfast table with the classic flavour of Mitchell’s™ Pure Pork Sausages. This generous package of uncooked sausage has you covered for big family meals or simply to ensure you’ve always got delicious, savoury sausages on hand when you need them. A satisfying staple of Canadian families, this pure pork sausage is perfectly seasoned and ready to cook. Enjoy it with a classic combination of eggs and toast or get creative and use this ground meat sausage in a hash, breakfast sandwich or your favourite savoury recipes. Mitchell’s™ brand has been proudly supplying Canadian families with quality foods since 1940, and they understand that life happens around the dinner table. This simple and delicious pure pork sausage is an example of Mitchell’s™ brand's commitment to making good food so you can continue to make good meals and good memories with the ones you love.<ul><li>Pure Pork: Bring the classic homecooked flavour of pure pork sausage to your family breakfast table.</li><li>Versatile Staple: Enjoy this pork sausage with eggs, in a breakfast sandwich, or in savoury recipes.</li><li>Easy to Prepare: Frozen sausages are seasoned and ready to cook to an internal temp of 165°F (74°C).</li><li>More Meat: The large 2kg size package helps ensure you always have enough delicious sausage on hand.</li><li>Canadian Classic: Mitchell’s™ brand has been crafting the foods Canadians have grown up on since 1940.</li></ul>",EA,21.99,https://assets.shop.loblaws.ca/products/20599943/b2/en/front/20599943_front_a06_@2.png,20.45,19.35,18.25,20.45,20.89,18.03,19.35
21525957_EA,Pork Tender Bites Barbecue Recipe,,EA,6.49,https://assets.shop.loblaws.ca/products/21525957/b2/en/front/21525957_front_a06_@2.png,6.04,5.71,5.39,6.04,6.17,5.32,5.71
20751025_EA,Sushi Rice Seasoning,To make the perfect sushi you need the perfect sushi rice. This vinegar seasoning creates a flavorful rice which balances against the seafood and pairs nicely with other ingredients in your sushi roll.,EA,4.49,https://assets.shop.loblaws.ca/products/20751025/b2/en/front/20751025_front_a06_@2.png,4.18,3.95,3.73,4.18,4.27,3.68,3.95
20324177001_EA,"Pulp Free Orange Juice, Calcium & Vitamin D Added","Looking for extra Calcium & Vitamin D in your morning juice- Try Tropicana Essentials Orange Juice. It is made from 100% orange juice with added Calcium & Vitamin D, never any sugar or water added.",EA,7.79,https://assets.shop.loblaws.ca/products/20324177001/b2/en/front/20324177001_front_a06_@2.png,7.24,6.86,6.47,7.24,7.4,6.39,6.86
20977782_EA,"Wild Rice & Quinoa, Whole Grain & Lentils",Wild Rice & Quinoa Multigrain,EA,4.99,https://assets.shop.loblaws.ca/products/20977782/b2/en/front/20977782_front_a06_@2.png,4.64,4.39,4.14,4.64,4.74,4.09,4.39
20024953002_EA,Bovril Liquid Bouillon Concentrate Beef Flavour ,"<ul><li>Knorr Bovril Liquid Beef Bouillon Concentrate can be added to broths or added directly to food as a seasoning</li><li>When prepared as a hot broth, Knorr Bovril Liquid Beef Bouillon makes a delicious savoury beef stock drink</li><li>For a delicious beef broth, add 1 ½ tsp (7.5 ml) of Knorr Bovril Concentrated Liquid Stock to 1 cup (250 ml) of boiling water</li><li>For quick seasoning, add Knorr Bovril Liquid Beef Bouillon Concentrate directly to food</li><li>Enhance the flavour of soups, stews, sauces, rice, vegetables, and potatoes with this beef bouillon</li><li>Knorr Bovril Liquid Beef Bouillon is easy to use, quick to dissolve and adds rich, deep flavour to your favourite recipes</li></ul>",EA,8.99,https://assets.shop.loblaws.ca/products/20024953002/b2/en/front/20024953002_front_a06_@2.png,8.36,7.91,7.46,8.36,8.54,7.37,7.91
21529745_EA,Cheddar Cheese With Caramelised Onions 37% M.F.,,EA,7.49,https://assets.shop.loblaws.ca/products/21529745/b2/en/front/21529745_front_a06_@2.png,6.97,6.59,6.22,6.97,7.12,6.14,6.59
20599748001_EA,Tomatoes First Tomato Sauce With Basil,"Flavourful sauce made with fresh-packed field tomatoes as the first ingredient. Perfect for sauces, soups and casseroles.",EA,2.19,https://assets.shop.loblaws.ca/products/20599748001/b2/en/front/20599748001_front_a06_@2.png,2.04,1.93,1.82,2.04,2.08,1.8,1.93
20310359001_EA,"Iced Coffee, Regular",Ready to drink,EA,1.49,https://assets.shop.loblaws.ca/products/20310359001/b2/en/front/20310359001_front_a06_@2.png,1.39,1.31,1.24,1.39,1.42,1.22,1.31
20784412002_EA,Organic Gluten-Free Chocolate Biscotti,"Prepared in Canada<br><br>- 1999 -.<br><br>CREATIVELY CRAFTED, BEYOND EXPECTATIONS.<br><br>Tutti in Italian means Everyone and we invite you to join our family and indulge in the delicate crunch of our irresistible allergen friendly biscotti.",EA,7.49,https://assets.shop.loblaws.ca/products/20784412002/b2/en/front/20784412002_front_a06_@2.png,6.97,6.59,6.22,6.97,7.12,6.14,6.59
20610410_EA,Mackerel Steak,,EA,16.99,https://assets.shop.loblaws.ca/products/20610410/b2/en/front/20610410_front_a06_@2.png,15.8,14.95,14.1,15.8,16.14,13.93,14.95
20307424003_EA,Peach Cocktail,"<p>Bring fresh orchard flavours to mealtime, snack time or any time with Allen’s Peach Cocktail. You can taste the tradition of quality that goes into every sip of this refreshing peach drink. A staple in pantries across the country, Allen’s peach cocktail is packed with authentic peach flavour your whole family will love.</p><p>Shelf stable; 10-day shelf life in the refrigerator after opening.</p><ul><li>Peach fruit cocktail</li><li>Natural and artificial flavours</li><li>Recyclable packaging</li><li>Prepared in Canada</li><li>Only 90 calories per serving (250 ML)</li><li>1 L</li></ul>",EA,1.79,https://assets.shop.loblaws.ca/products/20307424003/b2/en/front/20307424003_front_a06_@2.png,1.66,1.58,1.49,1.66,1.7,1.47,1.58
20065033_EA,Crunchy Gherkins,,EA,8.49,https://assets.shop.loblaws.ca/products/20065033/b2/en/front/20065033_front_a06_@2.png,7.9,7.47,7.05,7.9,8.07,6.96,7.47
20806164_EA,Dishwasher Rinse Aid,Hypoallergenic.  Resists water spots and mineral deposits.  Zero VOCs.  Biodegradable.  Not tested on animals.  No animal ingredients.  .  The natural choice™,EA,3.49,https://assets.shop.loblaws.ca/products/20806164/b2/en/front/20806164_front_a06_@2.png,3.25,3.07,2.9,3.25,3.32,2.86,3.07
20703153_EA,Chocolate Chip Muffin Mix,Betty Crocker Chocolate Chip Muffin Mix makes breakfast special by using quality ingredients. They are also quick and portable for families to enjoy as a snack on the go.<ul><li>Simply add water</li><li>Made with real chocolate chips</li><li>3 minutes pouch to oven</li><li>Betty Crocker tested and approved!</li><li>Delicious every time!</li></ul>,EA,2.0,https://assets.shop.loblaws.ca/products/20703153/b2/en/front/20703153_front_a06_@2.png,1.86,1.76,1.66,1.86,1.9,1.64,1.76
20975521_EA,Free From Pork Frankfurters,"These plump, smoked franks are perfect for grilling, nestling in buns and garnishing with your favourite condiments. They’re made from select cuts of pork raised by Canadian farmers without the use of antibiotics or hormones*, and with natural ingredients. * All pork is raised without the use of hormones.",EA,6.49,https://assets.shop.loblaws.ca/products/20975521/b2/en/front/20975521_front_a06_@2.png,6.04,5.71,5.39,6.04,6.17,5.32,5.71
21521764_EA,Orange Sport Drink,"Gatorade ® Orange Sports Drink is scientifically proven to rehydrate lost fluids, replenish electrolytes lost in sweat, and refuel working muscles with carbohydrates. Refreshing orange flavour. This 828 mL bottle is specifically designed for athletes who want to be at their best in the gym, at practice, and in games.​",EA,1.49,https://assets.shop.loblaws.ca/products/21521764/b2/en/front/21521764_front_a06_@2.png,1.39,1.31,1.24,1.39,1.42,1.22,1.31
21239915_EA,Plant Based Vegetable and Bean Chili,"<p>Plant Based Vegetable and Bean Chili is made with a blend of vegetables, whole grain bulgur, and quinoa. Comforting and slightly spicy, serve it with shredded vegan cheese and crusty bread.</p>",EA,2.99,https://assets.shop.loblaws.ca/products/21239915/b2/en/front/21239915_front_a06_@2.png,2.78,2.63,2.48,2.78,2.84,2.45,2.63
21522300_EA,Cheese Nibs Cheddar/Jalapeno Crackers,"<p>RITZ CHEESE NIBS snacking crackers are a baked, bite-size savoury snack that can be enjoyed on their own or with a variety of dips. Available in delicious, cheesy flavours: NEW RITZ CHEESE NIBS CHEDDAR JALAPENO – you’ll love this cheesy cracker with just the right amount of heat leaving you wanting more.</p><ul><li>One 200 g box of RITZ CHEESE NIBS Cheddar Jalapeño flavoured crackers</li><li>Bite-size, crispy cheesy snack crackers</li><li>Baked with real cheese</li><li>Quick and convenient snack</li><li>Enjoy with a dip or alone</li></ul>",EA,3.99,https://assets.shop.loblaws.ca/products/21522300/b2/en/front/21522300_front_a06_@2.png,3.71,3.51,3.31,3.71,3.79,3.27,3.51
21379274_EA,Garlic Powder,"The savoury flavour of McCormick Gourmet® Garlic Powder is the perfect addition to any dish- literally. Its mellow, round taste enhances soups, sauces and marinades to stews and stir-fries, and everything in between.Garlic is a member of the lily family and cousin to leeks, chives, onions and shallots. Our garlic powder begins with whole heads of best-quality garlic grown in rich soil with plenty of sunshine. We remove the papery husk and gently dry the cloves before grinding them to a powder that will easily rehydrate and disperse in your recipe. With garlic powder you have a convenient seasoning in hand for adding rich deep flavour. Substitute 1/4 teaspoon garlic powder for every clove of fresh garlic.",EA,5.99,https://assets.shop.loblaws.ca/products/21379274/b2/en/front/21379274_front_a06_@2.png,5.57,5.27,4.97,5.57,5.69,4.91,5.27
20845666_EA,Wheatlets Medium,,EA,6.49,https://assets.shop.loblaws.ca/products/20845666/b2/en/front/20845666_front_a06_@2.png,6.04,5.71,5.39,6.04,6.17,5.32,5.71
21201395_EA,Shreddies Cereal Original Jumbo,"Shreddies Cereal Original Jumbo is a delightful choice for breakfast to start your day. Enjoy a hearty bowl with milk and fresh fruit to energise your morning routine. You can also mix it with yoghurt and honey for a quick and satisfying snack. With Shreddies Cereal Original Jumbo, you have an excellent addition to your pantry.",EA,9.99,https://assets.shop.loblaws.ca/products/21201395/b2/en/front/21201395_front_a06_@2.png,9.29,8.79,8.29,9.29,9.49,8.19,8.79
20618772_EA,Curry Powder,"Simple Check™††The Simple Check™ symbol appears on no name® products made without 10 ingredients* such as synthetic colours††, artificial flavours and artificial sweeteners.*As per Canadian regulations, this product cannot contain these ingredients.††As defined in Canadian regulations.To learn more: noname.ca/simplecheck",EA,2.49,https://assets.shop.loblaws.ca/products/20618772/b2/en/front/20618772_front_a06_@2.png,2.32,2.19,2.07,2.32,2.37,2.04,2.19
20316992016_EA,"Hair Colour, 5M Light Mahogany Chestnut",<ul><li>Permanent natural haircolour gel with 8 organic herbal extracts. Dermatologically tested for sensitive skin.</li><li>Covers grey hair</li><li>Odourless</li><li>Natural and healthy shine</li><li>Vibrant and long lasting colour</li><li>Gentle on the scalp</li><li>Multiple applications per package</li></ul><ul><li>Ammonia parabens alcohol fragrance and gluten free</li><li>Vegan and Cruelty free</li><li>The first B Corporation certified haircolor company</li></ul>,EA,15.49,https://assets.shop.loblaws.ca/products/20316992016/b2/en/front/20316992016_front_a06_@2.png,14.41,13.63,12.86,14.41,14.72,12.7,13.63
20009748_EA,"Canadian White Cheddar, Aged 2 Years","A mature, sharp cheese with a slightly crumbly texture.",EA,9.99,https://assets.shop.loblaws.ca/products/20009748/b2/en/front/20009748_front_a06_@2.png,9.29,8.79,8.29,9.29,9.49,8.19,8.79
21406761_EA,"SURPRISE Milk Chocolate Eggs with Surprise Toys, Pink Edition, 4 Easter Eggs per pack, Easter Gift",,EA,7.49,https://assets.shop.loblaws.ca/products/21406761/b2/en/front/21406761_front_a06_@2.png,6.97,6.59,6.22,6.97,7.12,6.14,6.59
20560089_EA,Original Oatmeal Cookies,"Made with rolled oats, these crunchy oatmeal cookies are loaded with comforting flavour whether paired with a cold glass of milk or enjoyed with tea and coffee. A timeless snack for both kids and adults, they're also an irresistible partner for vanilla ice cream - crumble on top or use to make ice cream sandwiches.",EA,4.49,https://assets.shop.loblaws.ca/products/20560089/b2/en/front/20560089_front_a06_@2.png,4.18,3.95,3.73,4.18,4.27,3.68,3.95
21180268_EA,Seasoning Beef Rub    ,"Made right with sea salt, molasses & coffee..  .  Stubb's Beef Rub is a bold mix that includes sea salt, molasses & coffee for a taste of Stubb's legendary flavour.",EA,6.79,https://assets.shop.loblaws.ca/products/21180268/b2/en/front/21180268_front_a06_@2.png,6.31,5.98,5.64,6.31,6.45,5.57,5.98
21080164_EA,SwissChalet Sauce Hot Chicken Sandwich Homestyle Gravy,Typical Hot chicken sauce.,EA,1.75,https://assets.shop.loblaws.ca/products/21080164/b2/en/front/21080164_front_a06_@2.png,1.63,1.54,1.45,1.63,1.66,1.44,1.54
20617747_EA,Moong Whole Celera,,EA,21.99,https://assets.shop.loblaws.ca/products/20617747/b2/en/front/20617747_front_a06_@2.png,20.45,19.35,18.25,20.45,20.89,18.03,19.35
21478021_EA,PC® The Great Canadian Maple Flavoured Fine Grind Coffee,"Our classic road-trip coffee just got more Canadian. Raise your hand if you’ve ever sneaked a shot of maple syrup into a steamy mug. This variety delivers that vibe—classicc maple flavour, no added sugar. The coffee itself is smooth, mellow, and balanced with nutty caramel notes, designed to appeal to all palates. It comes courtesy of a blend of specially selected 100% arabica beans—from countries including Colombia and Kenya—that are then roasted to perfection in Canada and packed in our award-winning, recyclable packaging*.<br><br>Brew tip: This grind size is best for flat-bottomed filter coffee and pour-overs.<br><br><i>*Our recyclable packaging is made with a minimum 80% paper content—freshness seal is not recyclable.</i>",EA,7.99,https://assets.shop.loblaws.ca/products/21478021/b2/en/front/21478021_front_a06_@2.png,7.43,7.03,6.63,7.43,7.59,6.55,7.03
21337622_EA,Balsamic Vinegar Of Modena,,EA,6.99,https://assets.shop.loblaws.ca/products/21337622/b2/en/front/21337622_front_a06_@2.png,6.5,6.15,5.8,6.5,6.64,5.73,6.15
20015907_EA,Less Sodium Soy Sauce,Soy sauce with 40% of the salt removed after fermentation.,EA,5.49,https://assets.shop.loblaws.ca/products/20015907/b2/en/front/20015907_front_a06_@2.png,5.11,4.83,4.56,5.11,5.22,4.5,4.83
20013993001_EA,Water Bottle,"<p>Get the most out of every day with the pure, crisp taste of Dasani water.<ul><li>Dasani combines the process of reverse osmosis filtration with a proprietary blend of minerals to create a fresh, clean tasting water that is delightfully delicious. Proudly bottled in Canada, our bottles are 100% recyclable and up to 30% made from plants.</li><li>Bottled water with a proprietary blend of minerals for a pure, fresh taste</li><li>DASANI’s For Every Drop™ program means that 100% of the water used in DASANI products is given back to nature via sustainable water programs</li><li>DASANI Water is proudly bottled in Canada in uniquely sustainable PlantBottles made from up to 30% plant-based material</li><li>591mL , 100% recyclable bottle</li></p>",EA,2.5,https://assets.shop.loblaws.ca/products/20013993001/b2/en/front/20013993001_front_a06_@2.png,2.32,2.2,2.07,2.32,2.38,2.05,2.2
20704777_EA,Liquid Honey,,EA,10.99,https://assets.shop.loblaws.ca/products/20704777/b2/en/front/20704777_front_a06_@2.png,10.22,9.67,9.12,10.22,10.44,9.01,9.67
21339900_EA,Hawaiian Style Bacon Wrapped Pork Loin Centre Cut Roast,UncookedSeasonedBonelessMeat protein 17 %Marc Angelo cares ™marcangelocares.com,EA,13.99,https://assets.shop.loblaws.ca/products/21339900/b2/en/front/21339900_front_a06_@2.png,13.01,12.31,11.61,13.01,13.29,11.47,12.31
21107379_EA,Synergy Organic & Raw Gingerberry Kombucha Drink 1.4 L,GT's Kombucha Organic & Raw Gingerberry,EA,11.49,https://assets.shop.loblaws.ca/products/21107379/b2/en/front/21107379_front_a06_@2.png,10.69,10.11,9.54,10.69,10.92,9.42,10.11
20707770_EA,"Naan, Tandoori Garlic    ",,EA,3.99,https://assets.shop.loblaws.ca/products/20707770/b2/en/front/20707770_front_a06_@2.png,3.71,3.51,3.31,3.71,3.79,3.27,3.51
20847425001_KG,Yu Choy Jr.,Yu choy sum is a relative of bok choy. It has yellowish-green stems and bright green leaves that sometimes have tiny edible yellow flowers. Yu choy sum has a similar flavour to spinach and broccoli and can be added to soups and stir-fries.,KG,6.38,https://assets.shop.loblaws.ca/products/20847425001/b2/en/front/20847425001_front_a06_@2.png,5.93,5.61,5.3,5.93,6.06,5.23,5.61
21604937_EA,Medium Ground Beef,,EA,6.49,https://assets.shop.loblaws.ca/products/21604937/b2/en/front/21604937_front_a06_@2.png,6.04,5.71,5.39,6.04,6.17,5.32,5.71
21363890_EA,Mixed Gummies,,EA,5.49,https://assets.shop.loblaws.ca/products/21363890/b2/en/front/21363890_front_a06_@2.png,5.11,4.83,4.56,5.11,5.22,4.5,4.83
21168153_EA,100% Natural Origin Overnight Intensive Lip Treatment,"Burt’s Bees Overnight Intensive Lip Treatment provides long lasting moisturization for soft, smooth, healthy looking lips. Shield your lips from dryness while hydrating when you sleep with this intense lip moisturizer treatment. The 100% natural origin Ceramide are oils found naturally in your skin and are necessary for maintaining your skin’s barrier that protects from dryness and environmental irritants. Our overnight treatment with Ceramides helps support your skin’s barrier and retain moisture for soft, smooth and healthy looking lips. Pamper yourself with this Overnight Intensive Lip Treatment that soothes and conditions while you sleep. Wake up to healthier looking, kissably soft lips that are ready for the even application of lip color or lip balm. Burt's Bees Conditioning Lip Scrub and the Overnight Intensive Lip Treatment work together to form a lip care beauty routine that reconditions your pout and changes your lipstick game. Give yourself a 100% natural origin, beautiful smile with this ultra-conditioning at home spa experience.<ul><li>LIP TREATMENT: Overnight Intensive Lip Treatment that moisturizes, conditions, smoothes and helps repair your lips natural origin moisture barrier while you sleep</li><li>WITH CERAMIDE OILS: Ceramide are oils found natural originly in your skin and are necessary for maintaining your skin’s barrier that protects from dryness and environmental irritants so that you can wake up to soft, beautifully smooth and healthy looking lips</li><li>ALL NATURAL ORIGIN:  This 100% natural origin intense overnight lip treatment acts as a lip moisturizer and soothes, conditions and forms a protective layer to help restore moisture to the lips</li><li>HYDRATING: Hydrate, condition and reduce fine lines on and around your lips while you sleep and wake up to lips that are ready for an even application of lip color or lip balm</li><li>2-STEP: Give yourself an at home spa experience with Burt’s Bees Conditioning Lip Scrub followed by Burt’s Bees Overnight Intensive Lip Treatment formulated give you a natural originly beautiful pout</li></ul>",EA,10.99,https://assets.shop.loblaws.ca/products/21168153/b2/en/front/21168153_front_a06_@2.png,10.22,9.67,9.12,10.22,10.44,9.01,9.67
21537384_EA,10 Medley Smoky Southwest Style Whole Grain Side Dish,"BEN'S ORIGINAL 10 Medley Smoky Southwest Style Side Dish is a savoury medley that’s ready in just 90 seconds. Bursting with smokey flavour, this Southwest-inspired side includes a medley of whole grain barley, whole grain brown rice, beans, and a variety of vegetables, legumes, and herbs—including red and green bell peppers and tomatoes. It comes in a BPA-free microwavable pouch that minimizes prep and cleanup. You can cook this microwavable whole grain medley for 90 seconds or heat it in a skillet. Pair this wholesome beans and rice medley with your favourite protein or add to salads, rice bowls, or wraps for quick and delicious Southwest dishes, like spicy Baja Pork Tacos or flavour-packed Southwestern Rice. Each pouch is high in fibre, contains no trans fat or cholesterol, and has no artificial colours, flavours or preservatives. BEN'S ORIGINAL brand is dedicated to creating meals and experiences that offer everyone a seat at the table.<ul><li>One 240g pouch of BEN'S ORIGINAL 10 Medley Smoky Southwest Style Side Dish</li><li>This side dish medley offers whole grain barley, whole grain brown rice, beans, and a variety of vegetables, legumes, and herbs—including red and green bell peppers and tomatoes</li><li>High in fibre, contains no trans fat or cholesterol, and has no artificial colours, flavours or preservatives</li><li>You can cook this ready to heat pouch for 90 seconds in the microwave or heat it up in a skillet, making it quick and easy to make a meal full of the Southwestern flavours your family loves</li><li>BEN'S ORIGINAL 10 Medley comes in a BPA-free microwavable pouch that makes cooking easier by minimizing prep and cleanup</li></ul>",EA,3.0,https://assets.shop.loblaws.ca/products/21537384/b2/en/front/21537384_front_a06_@2.png,2.79,2.64,2.49,2.79,2.85,2.46,2.64
21345287_EA,Macro Greens Superfood 60 Day Value Size,,EA,74.99,https://assets.shop.loblaws.ca/products/21345287/b2/en/front/21345287_front_a06_@2.png,69.74,65.99,62.24,69.74,71.24,61.49,65.99
20093987_EA,All-Bran Buds Cereal,"With 44% of the recommended daily fibre in just a 1/3 cup serving (28 g), All-Bran Buds cereal is ideal for mixing with many foods you eat everyday like yogurt, salad, fruit smoothies and your favourite cereals.",EA,11.99,https://assets.shop.loblaws.ca/products/20093987/b2/en/front/20093987_front_a06_@2.png,11.15,10.55,9.95,11.15,11.39,9.83,10.55
21576122_EA,Original Cereal ,"<ul>Sweet and golden, with a crunch you’ll love, nothing competes with the original Cap’n Crunch® Sweetened Corn & Oat cereal. Grab a bowl for an easy morning or snack anytime. Now available in Value Size.</ul><ul><li>*Made in Canada from domestic and imported ingredients</li><li>*Kosher Pareve</li></ul>",EA,4.99,https://assets.shop.loblaws.ca/products/21576122/b2/en/front/21576122_front_a06_@2.png,4.64,4.39,4.14,4.64,4.74,4.09,4.39
21423088_EA,Extra Probiotic Elderberry,,EA,33.99,https://assets.shop.loblaws.ca/products/21423088/b2/en/front/21423088_front_a06_@2.png,31.61,29.91,28.21,31.61,32.29,27.87,29.91
21399951_EA,Seasoning Truffle Salt,Sea salt blended with Italian black summer truffleNo artificial flavours or synthetic colours‡‡As defined in Canadian regulations.,EA,12.99,https://assets.shop.loblaws.ca/products/21399951/b2/en/front/21399951_front_a06_@2.png,12.08,11.43,10.78,12.08,12.34,10.65,11.43
20871099002_EA,Plain Bread Crumbs,"4C Plain Bread Crumbs are toasted and even textured, perfect for favorite dishes.VegetablesStuffingsChickenCutletsCasserolesMeat ballsSeafood",EA,3.99,https://assets.shop.loblaws.ca/products/20871099002/b2/en/front/20871099002_front_a06_@2.png,3.71,3.51,3.31,3.71,3.79,3.27,3.51
20721016_EA,Semi Sweet Chocolate Chips,The Evolution of Chocolate.<br><br>Enjoy premium chocolate without the added sugar or artificial sweeteners!.<br><br>,EA,9.99,https://assets.shop.loblaws.ca/products/20721016/b2/en/front/20721016_front_a06_@2.png,9.29,8.79,8.29,9.29,9.49,8.19,8.79
20117276_EA,Cheezies,"Hawkins'Cheezies offer a delightful snack option that can be enjoyed on any occasion. Take them on a picnic for a quick, tasty treat or incorporate them into homemade snack mixes to add a crunchy, cheesy element. Perfect for sharing or keeping all to yourself, they bring a bit of fun into your snacking routine.",EA,5.99,https://assets.shop.loblaws.ca/products/20117276/b2/en/front/20117276_front_a06_@2.png,5.57,5.27,4.97,5.57,5.69,4.91,5.27
21524537_EA,White Bread,"Perfect companion for your daily cup of coffee or an ideal element of a sandwich. Not just limited to that, let your culinary imagination take flight ; this loaf is waiting to adopt any savoury or sweet persona you ascribe to it. ",EA,2.79,https://assets.shop.loblaws.ca/products/21524537/b2/en/front/21524537_front_a06_@2.png,2.59,2.46,2.32,2.59,2.65,2.29,2.46
20628299002_EA,Caesar Salad Dressing,"Made with parmesan and romano cheeses, this creamy dressing amps up a variety of salads and dishes with 50% less fat than the PC Caesar Dressing.",EA,3.49,https://assets.shop.loblaws.ca/products/20628299002/b2/en/front/20628299002_front_a06_@2.png,3.25,3.07,2.9,3.25,3.32,2.86,3.07
20174360002_EA,Sweet Green Relish,Cucumber relish.,EA,1.69,https://assets.shop.loblaws.ca/products/20174360002/b2/en/front/20174360002_front_a06_@2.png,1.57,1.49,1.4,1.57,1.61,1.39,1.49
21014644_EA,"Raspberry Point Oysters, 50 Piece",,EA,2.09,https://assets.shop.loblaws.ca/products/21014644/b2/en/front/21014644_front_a06_@2.png,1.94,1.84,1.73,1.94,1.99,1.71,1.84
21473562_EA,"Greek 0% Lactose Free Yogurt, Vanilla, High Protein","Taste. Made simple. Crafted the Liberté way. Liberté Greek 0% Lactose Free Yogurt is crafted using traditional Greek methods and strained based on the principles of old-time cheesecloth draining. The result is a Greek Yogurt with an incredibly rich and creamy texture. Requiring three times more milk than a regular yogurt, our Greek yogurt is high in protein. It’s a source of energy and the perfect choice for a low fat diet. Liberté Greek 0% Lactose Free Yogurt is delicious on it's own, with fruit or cereal, or as a versatile ingredient. This Greek yogurt features 17 grams protein per serving. Liberté Greek 0% Lactose Free Yogurt contains no added sugar or gelatin and no artificial colours or flavours. Contains one 1 kg container of yogurt.   <ul><li>GREEK YOGURT: Liberté Greek 0% Lactose Free Yogurt is made of 0% milk fat and features an incredibly rich and creamy texture; Crafted the Liberté way</li><li> LACTOSE FREE: Crafted using traditional Greek methods and strained based on the principles of old-time cheesecloth draining; 0% Yogurt that's delicious on it's own, with fruit or cereal, or as a versatile ingredient</li><li> VANILLA FLAVOUR: Creamy texture and delicious vanilla flavor; Perfect for breakfast or afternoon kids snack</li><li> PROTEIN SNACK: Yogurt featuring 17 grams protein per serving; No added sugar or gelatin and contains no artificial colours or flavours</li><li> CONTAINS: 1 kg, one ct </li></ul> ",EA,8.79,https://assets.shop.loblaws.ca/products/21473562/b2/en/front/21473562_front_a06_@2.png,8.17,7.74,7.3,8.17,8.35,7.21,7.74
21474381_C06,Sparkling Cranberry Beverage Pink Cranberry,,C06,7.49,https://assets.shop.loblaws.ca/products/21474381/b2/en/front/21474381_front_a06_@2.png,6.97,6.59,6.22,6.97,7.12,6.14,6.59
